Freq.	V(n003)
3.09029543251356e+003	(-2.61823310937624e+001dB,-1.74400129328009e+002°)
3.16227766016835e+003	(-2.66492418952461e+001dB,-1.76339793249554e+002°)
3.23593656929625e+003	(-2.71214902225420e+001dB,-1.78245391268256e+002°)
3.31131121482588e+003	(-2.75988411893428e+001dB,1.79882875216152e+002°)
3.38844156139199e+003	(-2.80810720729486e+001dB,1.78044749038166e+002°)
3.46736850452528e+003	(-2.85679720248251e+001dB,1.76239926282505e+002°)
3.54813389233572e+003	(-2.90593416883810e+001dB,1.74468064388730e+002°)
3.63078054770097e+003	(-2.95549927468855e+001dB,1.72728789367100e+002°)
3.71535229097168e+003	(-3.00547474216218e+001dB,1.71021702163268e+002°)
3.80189396320557e+003	(-3.05584379376000e+001dB,1.69346384220400e+002°)
3.89045144994276e+003	(-3.10659059715087e+001dB,1.67702402294589e+002°)
3.98107170553493e+003	(-3.15770020941195e+001dB,1.66089312583876e+002°)
4.07380277804108e+003	(-3.20915852171126e+001dB,1.64506664233158e+002°)
4.16869383470331e+003	(-3.26095220522766e+001dB,1.62954002277333e+002°)
4.26579518801588e+003	(-3.31306865892548e+001dB,1.61430870083634e+002°)
4.36515832240161e+003	(-3.36549595964670e+001dB,1.59936811351604e+002°)
4.46683592150958e+003	(-3.41822281485066e+001dB,1.58471371725874e+002°)
4.57088189614870e+003	(-3.47123851821945e+001dB,1.57034100073119e+002°)
4.67735141287193e+003	(-3.52453290825371e+001dB,1.55624549470481e+002°)
4.78630092322633e+003	(-3.57809632990697e+001dB,1.54242277948485e+002°)
4.89778819368441e+003	(-3.63191959924510e+001dB,1.52886849027295e+002°)
5.01187233627267e+003	(-3.68599397106898e+001dB,1.51557832080987e+002°)
5.12861383991359e+003	(-3.74031110940071e+001dB,1.50254802560556e+002°)
5.24807460249767e+003	(-3.79486306070648e+001dB,1.48977342102683e+002°)
5.37031796370247e+003	(-3.84964222970916e+001dB,1.47725038547722e+002°)
5.49540873857618e+003	(-3.90464135763121e+001dB,1.46497485887251e+002°)
5.62341325190343e+003	(-3.95985350270085e+001dB,1.45294284158503e+002°)
5.75439937337150e+003	(-4.01527202275226e+001dB,1.44115039300421e+002°)
5.88843655355582e+003	(-4.07089055975109e+001dB,1.42959362983657e+002°)
6.02559586074351e+003	(-4.12670302608070e+001dB,1.41826872424737e+002°)
6.16595001861475e+003	(-4.18270359243045e+001dB,1.40717190192729e+002°)
6.30957344480186e+003	(-4.23888667713505e+001dB,1.39629944015143e+002°)
6.45654229034648e+003	(-4.29524693682291e+001dB,1.38564766588348e+002°)
6.60693448007588e+003	(-4.35177925824074e+001dB,1.37521295396553e+002°)
6.76082975391974e+003	(-4.40847875113222e+001dB,1.36499172542389e+002°)
6.91830970918928e+003	(-4.46534074205809e+001dB,1.35498044591200e+002°)
7.07945784384129e+003	(-4.52236076905591e+001dB,1.34517562430434e+002°)
7.24435960074981e+003	(-4.57953457704715e+001dB,1.33557381144888e+002°)
7.41310241300908e+003	(-4.63685811390953e+001dB,1.32617159908076e+002°)
7.58577575029174e+003	(-4.69432752714108e+001dB,1.31696561889564e+002°)
7.76247116628682e+003	(-4.75193916105213e+001dB,1.30795254177815e+002°)
7.94328234724272e+003	(-4.80968955442872e+001dB,1.29912907717824e+002°)
8.12830516164089e+003	(-4.86757543861953e+001dB,1.29049197262655e+002°)
8.31763771102661e+003	(-4.92559373600493e+001dB,1.28203801337854e+002°)
8.51138038202366e+003	(-4.98374155881398e+001dB,1.27376402217638e+002°)
8.70963589956070e+003	(-5.04201620826066e+001dB,1.26566685911706e+002°)
8.91250938133734e+003	(-5.10041517397687e+001dB,1.25774342161519e+002°)
9.12010839355898e+003	(-5.15893613372428e+001dB,1.24999064444888e+002°)
9.33254300796979e+003	(-5.21757695337199e+001dB,1.24240549987755e+002°)
9.54992586021424e+003	(-5.27633568713117e+001dB,1.23498499782109e+002°)
9.77237220955798e+003	(-5.33521057804159e+001dB,1.22772618609008e+002°)
9.99999999999987e+003	(-5.39420005870841e+001dB,1.22062615065771e+002°)
1.02329299228074e+004	(-5.45330275229077e+001dB,1.21368201596487e+002°)
1.04712854805089e+004	(-5.51251747374660e+001dB,1.20689094525024e+002°)
1.07151930523759e+004	(-5.57184323134062e+001dB,1.20025014089854e+002°)
1.09647819614317e+004	(-5.63127922842498e+001dB,1.19375684480053e+002°)
1.12201845430195e+004	(-5.69082486550423e+001dB,1.18740833871916e+002°)
1.14815362149687e+004	(-5.75047974259832e+001dB,1.18120194465741e+002°)
1.17489755493951e+004	(-5.81024366191945e+001dB,1.17513502522358e+002°)
1.20226443461740e+004	(-5.87011663088045e+001dB,1.16920498399084e+002°)
1.23026877081237e+004	(-5.93009886545424e+001dB,1.16340926584863e+002°)
1.25892541179415e+004	(-5.99019079390577e+001dB,1.15774535734374e+002°)
1.28824955169312e+004	(-6.05039306091991e+001dB,1.15221078700991e+002°)
1.31825673855639e+004	(-6.11070653215031e+001dB,1.14680312568519e+002°)
1.34896288259164e+004	(-6.17113229921667e+001dB,1.14151998681690e+002°)
1.38038426460287e+004	(-6.23167168517973e+001dB,1.13635902675444e+002°)
1.41253754462274e+004	(-6.29232625052550e+001dB,1.13131794503079e+002°)
1.44543977074591e+004	(-6.35309779969283e+001dB,1.12639448463406e+002°)
1.47910838816819e+004	(-6.41398838818093e+001dB,1.12158643227057e+002°)
1.51356124843619e+004	(-6.47500033027616e+001dB,1.11689161862184e+002°)
1.54881661891246e+004	(-6.53613620744070e+001dB,1.11230791859773e+002°)
1.58489319246109e+004	(-6.59739887740895e+001dB,1.10783325158888e+002°)
1.62181009735891e+004	(-6.65879148404133e+001dB,1.10346558172156e+002°)
1.65958690743754e+004	(-6.72031746798913e+001dB,1.09920291811863e+002°)
1.69824365246172e+004	(-6.78198057822885e+001dB,1.09504331517079e+002°)
1.73780082874935e+004	(-6.84378488452917e+001dB,1.09098487282247e+002°)
1.77827941003890e+004	(-6.90573479091962e+001dB,1.08702573687730e+002°)
1.81970085860996e+004	(-6.96783505023594e+001dB,1.08316409932849e+002°)
1.86208713666284e+004	(-7.03009077982433e+001dB,1.07939819872004e+002°)
1.90546071796322e+004	(-7.09250747849403e+001dB,1.07572632054496e+002°)
1.94984459975802e+004	(-7.15509104481671e+001dB,1.07214679768773e+002°)
1.99526231496885e+004	(-7.21784779688050e+001dB,1.06865801091821e+002°)
2.04173794466950e+004	(-7.28078449361700e+001dB,1.06525838944569e+002°)
2.08929613085401e+004	(-7.34390835783192e+001dB,1.06194641154191e+002°)
2.13796208950220e+004	(-7.40722710108304e+001dB,1.05872060524324e+002°)
2.18776162394952e+004	(-7.47074895056452e+001dB,1.05557954914297e+002°)
2.23872113856831e+004	(-7.53448267817313e+001dB,1.05252187328606e+002°)
2.29086765276774e+004	(-7.59843763195127e+001dB,1.04954626017985e+002°)
2.34422881531989e+004	(-7.66262377012273e+001dB,1.04665144593581e+002°)
2.39883291901946e+004	(-7.72705169796155e+001dB,1.04383622155934e+002°)
2.45470891568500e+004	(-7.79173270776146e+001dB,1.04109943440639e+002°)
2.51188643150954e+004	(-7.85667882220439e+001dB,1.03843998982823e+002°)
2.57039578276883e+004	(-7.92190284146149e+001dB,1.03585685302826e+002°)
2.63026799189534e+004	(-7.98741839440012e+001dB,1.03334905115795e+002°)
2.69153480392688e+004	(-8.05323999431568e+001dB,1.03091567568258e+002°)
2.75422870333813e+004	(-8.11938309965890e+001dB,1.02855588505168e+002°)
2.81838293126441e+004	(-8.18586418028874e+001dB,1.02626890771396e+002°)
2.88403150312656e+004	(-8.25270078984887e+001dB,1.02405404552233e+002°)
2.95120922666634e+004	(-8.31991164494415e+001dB,1.02191067758120e+002°)
3.01995172040197e+004	(-8.38751671188354e+001dB,1.01983826459616e+002°)
3.09029543251354e+004	(-8.45553730185975e+001dB,1.01783635379562e+002°)
3.16227766016833e+004	(-8.52399617555705e+001dB,1.01590458450457e+002°)
3.23593656929623e+004	(-8.59291765831787e+001dB,1.01404269446397e+002°)
3.31131121482586e+004	(-8.66232776716256e+001dB,1.01225052700451e+002°)
3.38844156139197e+004	(-8.73225435114665e+001dB,1.01052803920172e+002°)
3.46736850452526e+004	(-8.80272724676316e+001dB,1.00887531116183e+002°)
3.54813389233570e+004	(-8.87377845035963e+001dB,1.00729255661350e+002°)
3.63078054770096e+004	(-8.94544230984885e+001dB,1.00578013501286e+002°)
3.71535229097167e+004	(-9.01775573835782e+001dB,1.00433856540742e+002°)
3.80189396320555e+004	(-9.09075845289411e+001dB,1.00296854235097e+002°)
3.89045144994275e+004	(-9.16449324162660e+001dB,1.00167095421863e+002°)
3.98107170553491e+004	(-9.23900626399712e+001dB,1.00044690434064e+002°)
4.07380277804107e+004	(-9.31434738862449e+001dB,9.99297735459153e+001°)
4.16869383470329e+004	(-9.39057057486096e+001dB,9.98225058118302e+001°)
4.26579518801586e+004	(-9.46773430495062e+001dB,9.97230783729180e+001°)
4.36515832240159e+004	(-9.54590207506673e+001dB,9.96317163215979e+001°)
4.46683592150956e+004	(-9.62514295512920e+001dB,9.95486832356051e+001°)
4.57088189614868e+004	(-9.70553222930285e+001dB,9.94742865187771e+001°)
4.67735141287191e+004	(-9.78715213155104e+001dB,9.94088837192324e+001°)
4.78630092322631e+004	(-9.87009269369779e+001dB,9.93528900380830e+001°)
4.89778819368439e+004	(-9.95445272730738e+001dB,9.93067872966654e+001°)
5.01187233627264e+004	(-1.00403409655499e+002dB,9.92711347015250e+001°)
5.12861383991357e+004	(-1.01278773973891e+002dB,9.92465818396609e+001°)
5.24807460249764e+004	(-1.02171948343120e+002dB,9.92338844596953e+001°)
5.37031796370244e+004	(-1.03084407599818e+002dB,9.92339237586687e+001°)
5.49540873857616e+004	(-1.04017795263866e+002dB,9.92477301147507e+001°)
5.62341325190340e+004	(-1.04973949773574e+002dB,9.92765125057942e+001°)
5.75439937337148e+004	(-1.05954936032066e+002dB,9.93216952651188e+001°)
5.88843655355580e+004	(-1.06963083608193e+002dB,9.93849643975360e+001°)
6.02559586074348e+004	(-1.08001033348461e+002dB,9.94683264827705e+001°)
6.16595001861472e+004	(-1.09071794721202e+002dB,9.95741843400971e+001°)
6.30957344480183e+004	(-1.10178816996057e+002dB,9.97054352872150e+001°)
6.45654229034645e+004	(-1.11326078459093e+002dB,9.98656002657586e+001°)
6.60693448007586e+004	(-1.12518199426927e+002dB,1.00058995755071e+002°)
6.76082975391971e+004	(-1.13760587086327e+002dB,1.00290965959804e+002°)
6.91830970918925e+004	(-1.15059623521146e+002dB,1.00568201419492e+002°)
7.07945784384127e+004	(-1.16422913301445e+002dB,1.00899183990707e+002°)
7.24435960074979e+004	(-1.17859614708337e+002dB,1.01294820716615e+002°)
7.41310241300906e+004	(-1.19380890777951e+002dB,1.01769367061972e+002°)
7.58577575029172e+004	(-1.21000535911382e+002dB,1.02341805961248e+002°)
7.76247116628679e+004	(-1.22735866360818e+002dB,1.03037968047219e+002°)
7.94328234724269e+004	(-1.24609018955461e+002dB,1.03893901981960e+002°)
8.12830516164086e+004	(-1.26648902650978e+002dB,1.04961444947649e+002°)
8.31763771102658e+004	(-1.28894234531816e+002dB,1.06317864608206e+002°)
8.51138038202363e+004	(-1.31398458291522e+002dB,1.08083501452556e+002°)
8.70963589956067e+004	(-1.34238100436621e+002dB,1.10456323161716e+002°)
8.91250938133731e+004	(-1.37527774231081e+002dB,1.13785627106748e+002°)
9.12010839355895e+004	(-1.41448823073795e+002dB,1.18747468381687e+002°)
9.33254300796976e+004	(-1.46306969065702e+002dB,1.26827461425463e+002°)
9.54992586021420e+004	(-1.52642358508147e+002dB,1.41935673004993e+002°)
9.77237220955795e+004	(-1.61198718159257e+002dB,1.77182025774266e+002°)
9.99999999999984e+004	(-1.68335719582947e+002dB,-8.85408667287772e+001°)
1.02329299228074e+005	(-1.61734880045480e+002dB,6.62924637296391e+000°)
1.04712854805088e+005	(-1.53564459840512e+002dB,4.24762030874758e+001°)
1.07151930523759e+005	(-1.47600886763248e+002dB,5.78196202453920e+001°)
1.09647819614317e+005	(-1.43122837860211e+002dB,6.60053278184549e+001°)
1.12201845430195e+005	(-1.39588119210320e+002dB,7.10270164653281e+001°)
1.14815362149686e+005	(-1.36688662158742e+002dB,7.43977294922025e+001°)
1.17489755493951e+005	(-1.34241707725908e+002dB,7.68041226410970e+001°)
1.20226443461739e+005	(-1.32131811318579e+002dB,7.86002136058699e+001°)
1.23026877081236e+005	(-1.30281940411868e+002dB,7.99863165399702e+001°)
1.25892541179415e+005	(-1.28638329621422e+002dB,8.10840439442211e+001°)
1.28824955169311e+005	(-1.27162048885813e+002dB,8.19714034075036e+001°)
1.31825673855639e+005	(-1.25824043111259e+002dB,8.27006889923188e+001°)
1.34896288259163e+005	(-1.24602072021225e+002dB,8.33082467335614e+001°)
1.38038426460286e+005	(-1.23478744120425e+002dB,8.38201104326326e+001°)
1.41253754462273e+005	(-1.22440208958845e+002dB,8.42554083931505e+001°)
1.44543977074590e+005	(-1.21475260857666e+002dB,8.46285048798157e+001°)
1.47910838816818e+005	(-1.20574708472742e+002dB,8.49503920362438e+001°)
1.51356124843618e+005	(-1.19730921155223e+002dB,8.52296211884652e+001°)
1.54881661891246e+005	(-1.18937495925631e+002dB,8.54729419247250e+001°)
1.58489319246109e+005	(-1.18189008609005e+002dB,8.56857505316086e+001°)
1.62181009735890e+005	(-1.17480824887510e+002dB,8.58724109479094e+001°)
1.65958690743753e+005	(-1.16808954785494e+002dB,8.60364885777036e+001°)
1.69824365246172e+005	(-1.16169939152242e+002dB,8.61809233535154e+001°)
1.73780082874935e+005	(-1.15560760066769e+002dB,8.63081596895281e+001°)
1.77827941003889e+005	(-1.14978769367450e+002dB,8.64202453468319e+001°)
1.81970085860995e+005	(-1.14421631082562e+002dB,8.65189075496552e+001°)
1.86208713666284e+005	(-1.13887274641896e+002dB,8.66056122305235e+001°)
1.90546071796322e+005	(-1.13373856536171e+002dB,8.66816106089933e+001°)
1.94984459975801e+005	(-1.12879728658970e+002dB,8.67479761525988e+001°)
1.99526231496885e+005	(-1.12403411981418e+002dB,8.68056341581983e+001°)
2.04173794466949e+005	(-1.11943574517234e+002dB,8.68553856159672e+001°)
2.08929613085400e+005	(-1.11499012765821e+002dB,8.68979266038348e+001°)
2.13796208950220e+005	(-1.11068635994858e+002dB,8.69338641584127e+001°)
2.18776162394952e+005	(-1.10651452856497e+002dB,8.69637293463795e+001°)
2.23872113856830e+005	(-1.10246559933291e+002dB,8.69879880951685e+001°)
2.29086765276773e+005	(-1.09853131889221e+002dB,8.70070502178658e+001°)
2.34422881531988e+005	(-1.09470412963131e+002dB,8.70212769733726e+001°)
2.39883291901945e+005	(-1.09097709590665e+002dB,8.70309874312115e+001°)
2.45470891568499e+005	(-1.08734383979545e+002dB,8.70364638551948e+001°)
2.51188643150954e+005	(-1.08379848493931e+002dB,8.70379562773923e+001°)
2.57039578276882e+005	(-1.08033560728440e+002dB,8.70356864004413e+001°)
2.63026799189534e+005	(-1.07695019172467e+002dB,8.70298509399784e+001°)
2.69153480392687e+005	(-1.07363759381776e+002dB,8.70206244982105e+001°)
2.75422870333812e+005	(-1.07039350587617e+002dB,8.70081620431105e+001°)
2.81838293126440e+005	(-1.06721392684605e+002dB,8.69926010545003e+001°)
2.88403150312656e+005	(-1.06409513547563e+002dB,8.69740633876409e+001°)
2.95120922666633e+005	(-1.06103366635046e+002dB,8.69526568963438e+001°)
3.01995172040196e+005	(-1.05802628843471e+002dB,8.69284768506223e+001°)
3.09029543251354e+005	(-1.05506998580943e+002dB,8.69016071781916e+001°)
3.16227766016832e+005	(-1.05216194034279e+002dB,8.68721215544411e+001°)
3.23593656929623e+005	(-1.04929951606347e+002dB,8.68400843616452e+001°)
3.31131121482585e+005	(-1.04648024503985e+002dB,8.68055515349873e+001°)
3.38844156139197e+005	(-1.04370181459351e+002dB,8.67685713103215e+001°)
3.46736850452526e+005	(-1.04096205569834e+002dB,8.67291848863894e+001°)
3.54813389233569e+005	(-1.03825893243527e+002dB,8.66874270123615e+001°)
3.63078054770095e+005	(-1.03559053238939e+002dB,8.66433265100229e+001°)
3.71535229097166e+005	(-1.03295505788976e+002dB,8.65969067386160e+001°)
3.80189396320555e+005	(-1.03035081800485e+002dB,8.65481860092517e+001°)
3.89045144994274e+005	(-1.02777622121653e+002dB,8.64971779548653e+001°)
3.98107170553490e+005	(-1.02522976870484e+002dB,8.64438918608971e+001°)
4.07380277804106e+005	(-1.02271004818356e+002dB,8.63883329612029e+001°)
4.16869383470328e+005	(-1.02021572823327e+002dB,8.63305027031198e+001°)
4.26579518801585e+005	(-1.01774555308481e+002dB,8.62703989851161e+001°)
4.36515832240158e+005	(-1.01529833781100e+002dB,8.62080163700294e+001°)
4.46683592150955e+005	(-1.01287296388920e+002dB,8.61433462765295e+001°)
4.57088189614867e+005	(-1.01046837510124e+002dB,8.60763771511253e+001°)
4.67735141287190e+005	(-1.00808357374077e+002dB,8.60070946227621e+001°)
4.78630092322630e+005	(-1.00571761710110e+002dB,8.59354816418189e+001°)
4.89778819368438e+005	(-1.00336961421959e+002dB,8.58615186051066e+001°)
5.00000000000000e+005	(-1.00127803680286e+002dB,8.57931562281057e+001°)
